Age,Gender,Education,Marital_Status,Region,State,Farm_Size,Crop_Type,Livestock_Type,Livestock_Number,Irrigation,Crop_Cycles,Technology_Use,Previous_Loans,Loan_Amount,Repayment_Status,Savings_Behavior,Financial_Access,Annual_Income,Extension_Services,Market_Distance,Yield_Per_Season,Input_Usage,Labor,Loan_Repaid,Credit_Score
35,Male,Secondary,Married,South South,Akwa Ibom,2.33,Rice,Goats,10,Yes,1,Yes,Yes,190749,Paid on Time,Yes,Yes,367539.07,No,4.14,63266.8,None,Family,1,48.82
23,Female,Secondary,Single,North West,Zamfara,2.83,Rice,None,0,No,3,Yes,No,0,Paid on Time,Yes,Yes,315797.43,Yes,4.42,182546.11,All,Hired,1,65.01
35,Male,Primary,Single,North Central,Plateau,2.12,Cassava,Poultry,19,No,3,Yes,Yes,154292,Paid on Time,Yes,Yes,213120.83,No,7.7,177169.54,All,Both,1,88.74
28,Female,Primary,Married,South East,Abia,2.72,Rice,None,0,No,2,No,Yes,193250,Paid on Time,Yes,Yes,271272.75,Yes,15.12,129828.12,All,Both,1,65.44
18,Female,Primary,Married,North East,Taraba,1.8,Millet,None,0,No,2,Yes,No,0,Defaulted,No,No,406008.97,No,15.05,89465.85,None,Family,0,10.89
25,Male,Secondary,Single,North Central,FCT,2.17,Rice,Pigs,16,Yes,2,No,No,0,Paid on Time,Yes,Yes,584394.74,Yes,11.43,142639.74,None,Hired,1,72.39
23,Female,Secondary,Married,South West,Ekiti,1.33,Plantain,Pigs,10,Yes,1,Yes,No,0,Late,Yes,No,277537.71,Yes,7.31,70110.19,All,Family,0,30.72
29,Male,Secondary,Married,North Central,Kogi,1.69,Soybeans,Goats,4,Yes,2,Yes,No,0,Paid on Time,No,Yes,422780.34,Yes,12.08,123568.53,Some,Family,1,87.75
30,Male,Primary,Married,North East,Gombe,2.09,Sesame,Goats,2,No,2,No,Yes,411462,Paid on Time,Yes,No,389639.01,No,12.54,140564.49,None,Family,1,77.07
22,Female,Tertiary,Married,South West,Ekiti,1.53,Oil Palm,None,0,Yes,3,No,No,0,Defaulted,Yes,No,302986.69,Yes,16.54,192777.22,Some,Family,0,32.15
33,Male,Tertiary,Single,North Central,Kogi,3.41,Sesame,Goats,14,No,1,No,No,0,Paid on Time,Yes,Yes,323200.63,No,6.93,119582.74,All,Family,1,55.55
29,Female,Secondary,Married,North West,Kaduna,2.55,Rice,Cattle,16,Yes,2,Yes,No,0,Paid on Time,No,No,267103.17,Yes,17.94,182563.75,None,Both,1,65.76
22,Male,Tertiary,Married,South East,Enugu,3.03,Rice,Goats,6,Yes,3,Yes,Yes,154470,Defaulted,No,Yes,400303.9,Yes,7.27,156299.95,All,Family,0,55.33
24,Male,Secondary,Single,North West,Kano,2.7,Groundnut,None,0,No,3,No,Yes,439821,Paid on Time,Yes,No,335142.48,No,15.14,175084.25,Some,Both,1,72.5
22,Female,Secondary,Married,South South,Bayelsa,2.8,Plantain,Poultry,4,No,3,No,Yes,62336,Paid on Time,Yes,No,439634.15,Yes,8.62,142920.35,None,Family,1,88.3
24,Male,Secondary,Single,North West,Kano,1.95,Cotton,Sheep,5,Yes,3,No,No,0,Defaulted,No,Yes,217049.24,Yes,12.6,171305.16,None,Hired,0,21.65
19,Male,Secondary,Married,North West,Kano,1.5,Rice,Poultry,13,No,3,Yes,No,0,Paid on Time,No,Yes,526323.28,No,14.54,156173.99,None,Family,1,43.77
23,Male,Primary,Married,North East,Yobe,2.32,Sesame,Sheep,7,No,1,Yes,No,0,Paid on Time,Yes,Yes,308403.92,Yes,0.35,116285.49,Some,Hired,1,40.42
26,Female,Secondary,Single,South West,Ekiti,1.23,Vegetables,Poultry,18,Yes,3,No,Yes,491168,Late,Yes,Yes,187193.74,Yes,11.63,231042.01,Some,Family,0,13.89
31,Female,Primary,Single,North West,Kano,2.99,Rice,Poultry,16,No,3,No,No,0,Paid on Time,Yes,No,317907.05,Yes,6.3,85702.23,All,Hired,1,70.81
20,Male,Primary,Single,South East,Anambra,2.15,Cassava,Pigs,17,No,1,No,Yes,470088,Paid on Time,Yes,Yes,377075.02,No,10.86,162160.88,All,Family,1,52.39
18,Male,Secondary,Single,South West,Lagos,2.03,Vegetables,Pigs,6,No,2,Yes,No,0,Paid on Time,No,Yes,67055.83,No,12.66,241741.01,Some,Family,1,46.92
30,Male,Secondary,Single,North Central,Nassarawa,2.18,Sesame,Goats,1,Yes,2,No,No,0,Paid on Time,No,Yes,383783.05,Yes,14.1,171194.47,All,Both,1,56.03
19,Male,Secondary,Single,South South,Bayelsa,1.18,Vegetables,None,0,Yes,2,Yes,No,0,Paid on Time,No,Yes,259912.6,Yes,9.19,183068.47,None,Family,1,72.32
22,Male,Tertiary,Married,South West,Ondo,2.52,Plantain,Goats,4,No,2,No,No,0,Paid on Time,No,Yes,540622.39,No,13.05,46018.34,All,Hired,1,50.89
32,Male,Primary,Single,South South,Rivers,1.13,Vegetables,None,0,No,2,Yes,No,0,Late,Yes,Yes,435643.37,Yes,20.07,178112.51,None,Family,0,21.6
29,Male,Primary,Single,South East,Ebonyi,0.99,Rice,Pigs,18,No,1,No,No,0,Late,Yes,Yes,381049.75,No,10.18,132793.86,None,Family,0,10.21
27,Male,Primary,Married,North West,Zamfara,3.08,Beans,Goats,11,No,1,No,No,0,Late,No,No,321030.3,Yes,22.85,176944.05,All,Both,0,18.78
19,Female,Primary,Single,North West,Zamfara,1.7,Millet,Cattle,6,Yes,1,No,No,0,Paid on Time,No,Yes,269912.8,Yes,16.98,152581.33,All,Hired,1,80.34
27,Male,Secondary,Married,South West,Ekiti,1.78,Maize,Poultry,6,No,3,Yes,No,0,Late,No,No,192080.31,No,16.37,159887.46,All,Family,0,25.85
32,Male,Tertiary,Single,South East,Anambra,2.06,Yam,Poultry,16,Yes,3,No,Yes,344366,Paid on Time,No,No,207244.67,No,11.26,213050.7,All,Family,1,40.64
33,Male,Primary,Single,North Central,Benue,1.84,Maize,Pigs,20,No,3,No,No,0,Paid on Time,Yes,Yes,485341.08,Yes,8.34,202192.3,All,Both,1,58.17
32,Male,Secondary,Single,North East,Gombe,3.72,Sesame,Sheep,19,No,2,Yes,No,0,Paid on Time,Yes,Yes,460928.25,No,15.46,76176.82,All,Both,1,71.69
27,Male,Secondary,Single,North East,Adamawa,2.31,Cowpea,None,0,No,3,Yes,No,0,Paid on Time,Yes,Yes,174619.52,Yes,9.7,83189.52,None,Family,1,40.49
21,Male,Tertiary,Divorced,South West,Ondo,1.43,Cassava,Poultry,10,Yes,2,No,No,0,Paid on Time,No,No,182089.18,Yes,10.69,220446.08,Some,Hired,1,82.94
20,Male,Primary,Single,South East,Anambra,2.42,Rice,Goats,8,No,1,Yes,Yes,292223,Defaulted,No,Yes,335953.59,No,11.82,250786.31,All,Both,0,12.42
21,Male,Secondary,Single,North Central,Niger,2.98,Cassava,Cattle,20,No,2,Yes,No,0,Paid on Time,No,Yes,203479.81,Yes,9.94,229366.38,All,Both,1,83.36
32,Male,Secondary,Single,North Central,Nassarawa,2.41,Yam,Goats,16,Yes,2,Yes,No,0,Paid on Time,Yes,No,270704.54,No,1.74,115570.37,All,Hired,1,55.95
32,Female,Secondary,Married,North West,Sokoto,1.06,Maize,Sheep,12,Yes,2,No,No,0,Paid on Time,Yes,Yes,279265.77,Yes,11.94,108656.77,Some,Hired,1,57.63
19,Male,Tertiary,Single,North West,Katsina,1.49,Millet,Goats,9,No,1,Yes,Yes,71274,Paid on Time,No,Yes,417669.7,No,8.74,183601.75,Some,Family,1,59.6
24,Female,Secondary,Single,South South,Edo,0.85,Plantain,Pigs,5,Yes,1,Yes,Yes,307416,Paid on Time,No,Yes,380176.06,Yes,16.46,112541.41,Some,Both,1,75.02
32,Male,Tertiary,Single,North Central,Kwara,2.44,Sesame,Goats,13,Yes,2,No,No,0,Late,Yes,Yes,208103.09,No,15.63,182447.18,All,Hired,0,17.53
34,Female,Primary,Single,North Central,Kogi,1.47,Sesame,Cattle,3,No,1,Yes,Yes,192487,Late,Yes,No,388149.89,No,10.16,184503.68,Some,Hired,0,32.5
25,Male,Primary,Single,North East,Yobe,1.02,Sorghum,Cattle,15,No,3,Yes,No,0,Paid on Time,No,No,104266.14,No,5.02,33890.93,All,Family,1,69.51
32,Male,Tertiary,Single,North Central,Kwara,1.7,Rice,Goats,11,Yes,2,No,No,0,Paid on Time,Yes,No,458806.08,Yes,2.78,184343.76,All,Family,1,52.24
24,Female,Primary,Single,North West,Sokoto,1.13,Beans,Goats,16,No,3,Yes,No,0,Paid on Time,No,Yes,348135.4,No,8.85,198505.05,Some,Family,1,53.91
35,Female,Primary,Single,South West,Osun,1.06,Oil Palm,None,0,No,2,No,Yes,176839,Defaulted,No,No,347665.1,No,22.72,99688.71,All,Hired,0,54.56
18,Male,Secondary,Single,South West,Oyo,2.83,Maize,Goats,13,No,3,No,No,0,Paid on Time,Yes,No,243211.07,Yes,17.24,196932.0,None,Family,1,82.99
31,Male,Primary,Single,North West,Zamfara,1.73,Beans,Goats,6,No,3,Yes,No,0,Paid on Time,Yes,Yes,387318.31,Yes,9.22,50797.8,Some,Family,1,48.79
23,Female,Secondary,Single,South South,Rivers,0.68,Vegetables,Goats,17,No,3,Yes,Yes,298018,Paid on Time,Yes,No,302010.65,No,8.78,174583.44,Some,Family,1,59.16
19,Male,Primary,Married,South East,Abia,2.33,Rice,Poultry,7,No,1,Yes,Yes,311674,Paid on Time,No,Yes,195284.24,No,10.73,206490.14,Some,Family,1,40.47
27,Male,Secondary,Single,North East,Gombe,2.97,Sorghum,Sheep,7,No,3,No,No,0,Paid on Time,Yes,Yes,329879.78,No,9.85,115714.41,Some,Family,1,56.12
28,Male,Tertiary,Single,North Central,Kwara,1.37,Rice,Goats,1,Yes,1,Yes,Yes,259699,Paid on Time,No,Yes,307305.82,No,8.4,29746.52,All,Family,1,46.16
27,Male,Tertiary,Single,South East,Abia,2.21,Yam,Poultry,7,No,2,Yes,Yes,237840,Late,Yes,No,266605.44,No,0.13,184031.75,None,Hired,0,34.64
27,Female,Secondary,Single,North West,Katsina,0.57,Beans,Cattle,10,No,1,Yes,No,0,Late,Yes,No,390092.92,Yes,10.15,175832.22,All,Family,0,13.32
19,Male,Tertiary,Single,North East,Adamawa,0.44,Sesame,Sheep,16,No,2,No,No,0,Paid on Time,Yes,Yes,583349.56,No,3.33,161491.16,All,Family,1,89.64
24,Female,Primary,Divorced,North West,Zamfara,2.03,Beans,Sheep,16,No,3,Yes,No,0,Paid on Time,Yes,Yes,184178.57,No,9.14,172161.9,All,Family,1,67.22
34,Female,Primary,Married,North West,Kebbi,1.59,Groundnut,Sheep,4,No,1,Yes,No,0,Paid on Time,No,Yes,481889.85,Yes,10.95,246562.65,All,Family,1,54.92
24,Male,Secondary,Single,North West,Kaduna,3.15,Millet,Poultry,17,No,2,No,No,0,Paid on Time,Yes,Yes,414314.85,No,7.02,66276.53,Some,Family,1,80.51
31,Male,Primary,Single,North West,Zamfara,2.31,Sorghum,Goats,15,Yes,2,No,Yes,318227,Paid on Time,Yes,Yes,366603.46,No,0.46,147305.4,All,Family,1,62.33
18,Female,Secondary,Married,North West,Katsina,1.08,Cotton,Sheep,12,Yes,2,No,No,0,Paid on Time,No,Yes,243460.7,No,18.61,159981.9,All,Both,1,75.15
18,Male,Primary,Single,North East,Adamawa,1.34,Millet,None,0,Yes,1,No,No,0,Paid on Time,No,No,230228.11,No,12.35,180837.27,All,Both,1,49.76
20,Female,Secondary,Single,South South,Akwa Ibom,1.92,Cocoa,Pigs,9,No,2,Yes,No,0,Paid on Time,Yes,Yes,319684.35,No,15.95,228607.77,All,Both,1,41.92
33,Male,Secondary,Married,North East,Borno,1.78,Sesame,None,0,Yes,2,No,Yes,351364,Late,Yes,No,301970.19,No,5.53,176213.35,All,Family,0,13.63
34,Male,Secondary,Married,North East,Bauchi,2.16,Groundnut,Goats,5,No,3,Yes,No,0,Defaulted,No,No,193749.24,Yes,11.27,105137.25,None,Family,0,21.96
27,Female,Secondary,Married,North East,Taraba,2.32,Millet,None,0,No,1,No,No,0,Paid on Time,No,Yes,311163.0,Yes,8.54,129812.23,Some,Both,1,75.06
24,Male,Tertiary,Married,South West,Lagos,2.69,Cocoa,None,0,No,2,No,No,0,Paid on Time,Yes,No,261950.76,No,10.85,103900.37,Some,Both,1,66.53
30,Female,Secondary,Single,South East,Enugu,3.26,Yam,Pigs,5,Yes,1,Yes,No,0,Paid on Time,No,No,328791.48,Yes,13.43,42313.47,All,Hired,1,40.42
28,Female,Secondary,Married,North Central,Plateau,2.09,Rice,Goats,4,No,2,No,No,0,Paid on Time,No,Yes,196363.51,No,7.62,208675.54,All,Hired,1,55.23
35,Female,Secondary,Divorced,North Central,Kogi,2.23,Cassava,Goats,19,No,3,Yes,Yes,172431,Paid on Time,Yes,No,322976.39,Yes,8.39,70718.71,All,Hired,1,88.08
25,Female,Primary,Married,North West,Kano,3.32,Cotton,Cattle,13,No,1,Yes,No,0,Late,Yes,Yes,188537.46,Yes,9.45,135425.53,Some,Family,0,11.19
33,Male,Secondary,Single,South East,Enugu,2.7,Yam,Pigs,13,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,428709.21,No,14.1,190865.31,None,Hired,1,63.85
24,Female,Tertiary,Single,South West,Ogun,3.13,Cassava,None,0,Yes,1,No,No,0,Paid on Time,No,Yes,178604.19,No,18.83,289302.5,Some,Hired,1,88.23
18,Male,Tertiary,Married,South West,Osun,1.63,Oil Palm,Poultry,13,Yes,3,Yes,Yes,484895,Paid on Time,No,Yes,538796.77,No,4.94,161178.87,Some,Both,1,57.2
30,Female,Secondary,Married,South South,Bayelsa,1.56,Vegetables,None,0,Yes,3,Yes,No,0,Paid on Time,Yes,Yes,285734.58,Yes,13.02,68593.66,All,Family,1,74.76
30,Female,Primary,Single,North West,Katsina,2.75,Millet,Poultry,2,Yes,3,Yes,No,0,Paid on Time,Yes,Yes,311677.31,Yes,13.53,161399.56,All,Hired,1,43.93
29,Male,Secondary,Single,North West,Jigawa,4.34,Maize,Cattle,16,Yes,1,Yes,No,0,Paid on Time,No,Yes,213924.32,Yes,14.11,108150.98,All,Both,1,84.59
33,Female,Primary,Single,South South,Cross River,2.95,Rubber,None,0,No,2,Yes,Yes,401814,Late,Yes,No,427152.41,Yes,4.14,87970.32,All,Family,0,47.48
30,Female,Secondary,Single,North East,Adamawa,0.62,Millet,Sheep,13,Yes,3,Yes,No,0,Paid on Time,Yes,Yes,389597.27,Yes,19.46,105814.04,None,Family,1,86.84
18,Male,Primary,Divorced,South South,Bayelsa,1.28,Vegetables,Poultry,12,Yes,2,No,No,0,Paid on Time,Yes,Yes,265541.35,Yes,0.72,118417.08,Some,Hired,1,72.66
28,Female,Tertiary,Married,South West,Ogun,2.46,Plantain,Pigs,11,No,3,Yes,No,0,Paid on Time,Yes,Yes,473965.94,No,10.16,123147.02,Some,Family,1,85.29
34,Male,Secondary,Single,North East,Bauchi,1.36,Maize,None,0,No,1,No,No,0,Paid on Time,Yes,Yes,339804.16,Yes,14.91,183470.81,All,Family,1,61.06
30,Female,Tertiary,Single,South East,Ebonyi,0.12,Yam,Pigs,16,No,2,Yes,No,0,Paid on Time,Yes,No,443966.9,No,15.15,70516.96,None,Family,1,61.79
23,Male,Secondary,Married,South East,Ebonyi,1.5,Oil Palm,Pigs,4,No,3,Yes,No,0,Late,Yes,Yes,356065.25,No,14.8,147942.64,None,Family,0,30.77
27,Male,Secondary,Married,South West,Lagos,1.39,Cocoa,Goats,3,No,1,No,Yes,253180,Late,No,No,297150.85,Yes,14.83,229586.29,None,Family,0,15.69
23,Female,Secondary,Single,South East,Abia,2.66,Yam,None,0,No,3,Yes,Yes,258590,Late,Yes,No,255366.79,Yes,5.08,143024.09,All,Both,0,33.77
27,Female,Primary,Single,South East,Enugu,0.77,Rice,Pigs,16,Yes,2,No,Yes,219564,Late,Yes,Yes,430064.52,No,8.19,187091.11,All,Family,0,16.43
22,Female,Secondary,Single,North West,Katsina,2.04,Cotton,None,0,Yes,1,Yes,Yes,496300,Paid on Time,No,Yes,391102.73,No,0.71,124232.29,Some,Family,1,62.66
26,Female,Tertiary,Married,South South,Edo,2.53,Cassava,Pigs,8,No,3,Yes,No,0,Paid on Time,No,Yes,306936.78,Yes,10.63,188899.33,All,Hired,1,52.87
31,Male,Secondary,Single,South West,Lagos,3.1,Cocoa,Goats,2,No,3,Yes,No,0,Paid on Time,Yes,Yes,371634.01,No,18.2,134753.07,All,Family,1,78.83
23,Male,Secondary,Single,North Central,Kwara,2.35,Cassava,Cattle,7,No,3,Yes,No,0,Paid on Time,No,No,327397.89,Yes,5.37,144316.67,None,Family,1,83.51
29,Female,Secondary,Single,North Central,FCT,2.5,Maize,None,0,No,3,No,Yes,231601,Defaulted,Yes,No,190009.12,Yes,0.39,138236.3,Some,Hired,0,16.49
19,Female,Tertiary,Single,South South,Bayelsa,3.39,Cassava,Goats,1,No,1,No,Yes,415301,Late,No,No,478734.64,Yes,2.33,194614.35,None,Family,0,53.13
33,Male,Secondary,Single,North East,Yobe,2.59,Maize,None,0,No,2,Yes,Yes,374601,Late,No,Yes,274342.66,No,3.3,134027.97,Some,Hired,0,25.26
27,Female,Secondary,Single,South East,Imo,1.1,Rice,Goats,11,Yes,1,No,No,0,Paid on Time,No,Yes,380926.47,Yes,8.48,124846.53,None,Family,1,66.01
19,Male,Secondary,Married,North West,Sokoto,1.6,Rice,Poultry,12,No,1,No,Yes,224898,Paid on Time,No,Yes,222083.64,Yes,12.46,138545.95,All,Family,1,73.61
21,Male,Tertiary,Married,South West,Oyo,2.57,Maize,None,0,No,3,No,No,0,Paid on Time,Yes,No,213943.02,No,9.39,154789.84,None,Hired,1,72.54
23,Female,Primary,Single,North West,Katsina,1.33,Millet,Goats,8,No,3,Yes,Yes,65052,Paid on Time,Yes,Yes,183888.76,No,8.45,128196.17,All,Hired,1,54.48
28,Female,Primary,Divorced,North Central,Kwara,1.78,Rice,Goats,16,No,1,Yes,Yes,419775,Paid on Time,Yes,Yes,208263.37,No,10.19,134265.46,All,Hired,1,74.43
29,Female,Tertiary,Married,North East,Yobe,1.5,Sorghum,Goats,15,No,2,No,Yes,255599,Paid on Time,Yes,Yes,233007.94,Yes,17.04,138595.34,Some,Family,1,52.66
21,Male,Primary,Single,North Central,Benue,3.25,Maize,Goats,5,No,3,No,Yes,361207,Paid on Time,No,No,386806.52,No,3.66,239329.85,None,Family,1,46.5
29,Male,Tertiary,Single,North East,Adamawa,0.78,Groundnut,Cattle,8,No,3,Yes,No,0,Paid on Time,Yes,No,442462.77,No,11.56,98675.29,All,Family,1,41.26
24,Female,Secondary,Single,North East,Gombe,2.28,Groundnut,None,0,No,1,No,No,0,Paid on Time,Yes,No,366598.97,No,17.7,212767.49,All,Both,1,79.41
32,Male,Secondary,Married,North Central,Plateau,2.5,Rice,Cattle,9,No,2,Yes,No,0,Paid on Time,Yes,No,425985.62,No,9.92,207841.69,All,Hired,1,50.3
22,Male,Tertiary,Single,South East,Imo,3.66,Cassava,Pigs,14,No,2,Yes,No,0,Paid on Time,Yes,Yes,275903.94,Yes,16.63,244480.5,All,Family,1,41.33
33,Female,Primary,Single,North East,Borno,3.04,Sorghum,Sheep,1,Yes,1,Yes,No,0,Late,Yes,No,346316.21,Yes,7.95,200881.85,All,Hired,0,45.2
26,Female,Secondary,Single,North West,Kano,1.78,Maize,Cattle,6,No,3,No,No,0,Paid on Time,Yes,Yes,182223.85,Yes,3.6,92087.0,Some,Family,1,81.48
30,Male,Primary,Married,North Central,Kwara,2.92,Rice,Pigs,12,No,2,Yes,Yes,489844,Late,Yes,Yes,368706.71,No,7.94,199567.61,None,Both,0,22.08
29,Male,Secondary,Divorced,North Central,Kwara,1.35,Maize,None,0,Yes,3,No,No,0,Late,Yes,Yes,95048.55,Yes,8.03,111879.1,All,Both,0,25.43
18,Male,Secondary,Single,South South,Cross River,1.98,Plantain,None,0,No,1,Yes,Yes,87805,Paid on Time,Yes,Yes,125626.03,Yes,5.11,239924.0,All,Hired,1,89.25
33,Male,Secondary,Married,South West,Oyo,2.35,Oil Palm,None,0,No,1,No,No,0,Paid on Time,No,Yes,231488.4,No,15.46,189122.18,Some,Hired,1,87.67
32,Male,Primary,Single,South South,Delta,1.55,Cassava,Poultry,7,Yes,3,No,Yes,119803,Paid on Time,No,No,127090.08,Yes,10.72,145764.48,None,Hired,1,46.84
22,Male,Tertiary,Single,North East,Borno,2.09,Sesame,Cattle,8,No,2,Yes,No,0,Defaulted,Yes,Yes,306720.35,Yes,1.22,115242.53,All,Both,0,17.67
34,Male,Tertiary,Single,North East,Yobe,2.52,Cowpea,Cattle,6,No,2,Yes,Yes,67862,Paid on Time,Yes,Yes,192046.71,Yes,9.8,87315.54,None,Hired,1,66.87
25,Male,Secondary,Married,North Central,Niger,2.73,Soybeans,Cattle,16,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,324100.03,No,14.27,211783.03,None,Family,1,82.97
24,Male,Tertiary,Married,South West,Oyo,1.43,Vegetables,Poultry,8,Yes,2,No,Yes,226774,Paid on Time,No,No,281269.58,Yes,11.45,186977.26,None,Family,1,43.96
22,Male,Primary,Divorced,South South,Bayelsa,0.73,Plantain,Goats,4,Yes,2,No,Yes,251264,Paid on Time,Yes,Yes,278129.36,Yes,14.47,111683.87,None,Family,1,80.23
26,Female,Secondary,Single,South West,Ogun,2.44,Cocoa,Pigs,2,No,1,No,No,0,Paid on Time,Yes,Yes,233760.09,No,18.25,118539.39,None,Family,1,62.58
32,Male,Secondary,Single,North West,Kebbi,0.54,Millet,None,0,No,2,Yes,Yes,394159,Defaulted,No,Yes,188415.65,Yes,10.05,83199.86,None,Family,0,23.85
25,Female,Secondary,Single,North Central,Plateau,1.91,Yam,Cattle,7,Yes,3,No,No,0,Paid on Time,No,Yes,254610.86,Yes,16.39,37738.51,Some,Family,1,55.3
24,Male,Secondary,Married,North East,Taraba,0.99,Groundnut,Sheep,16,No,3,Yes,No,0,Paid on Time,No,Yes,299882.88,No,9.54,151499.48,All,Family,1,65.62
19,Male,Primary,Single,North West,Sokoto,0.91,Rice,None,0,No,3,Yes,No,0,Paid on Time,No,Yes,329095.96,No,7.11,137099.57,All,Family,1,61.4
18,Male,Primary,Married,North West,Kaduna,2.44,Maize,Poultry,8,No,3,Yes,Yes,291121,Paid on Time,No,Yes,310131.03,No,4.58,183044.86,Some,Hired,1,73.21
20,Female,Tertiary,Married,South West,Osun,2.7,Cassava,None,0,No,1,No,No,0,Late,No,No,335105.25,No,4.44,182204.77,Some,Family,0,17.65
25,Male,Secondary,Divorced,South East,Anambra,1.27,Oil Palm,Pigs,10,Yes,1,Yes,Yes,432465,Paid on Time,Yes,No,281098.57,Yes,16.82,180715.92,Some,Both,1,77.4
31,Female,Secondary,Single,South West,Oyo,3.43,Cocoa,Goats,17,No,3,Yes,No,0,Paid on Time,No,Yes,231225.55,No,8.16,164378.2,All,Family,1,52.74
29,Male,Secondary,Single,North Central,Benue,1.67,Rice,Cattle,7,No,3,Yes,No,0,Paid on Time,No,Yes,242142.62,Yes,18.75,148424.07,All,Hired,1,84.79
34,Male,Secondary,Single,North West,Zamfara,-1.7,Maize,None,0,Yes,1,No,Yes,340604,Paid on Time,No,Yes,307524.86,No,17.23,127007.04,All,Family,1,70.27
31,Male,Secondary,Married,South West,Ekiti,0.21,Plantain,Goats,7,No,3,Yes,No,0,Paid on Time,No,No,408314.52,Yes,0.92,83960.3,Some,Both,1,69.17
29,Female,Primary,Married,South East,Enugu,0.76,Rice,Goats,19,Yes,2,No,Yes,159599,Paid on Time,Yes,Yes,408251.46,Yes,9.02,138372.18,Some,Both,1,42.24
34,Male,Primary,Married,North East,Gombe,0.93,Sesame,Sheep,5,Yes,3,No,Yes,124779,Paid on Time,Yes,No,294845.78,No,12.77,190218.79,None,Family,1,72.45
20,Female,Primary,Single,North West,Kaduna,2.12,Maize,Sheep,18,Yes,3,Yes,Yes,75816,Paid on Time,Yes,Yes,382016.5,Yes,14.98,121088.99,Some,Hired,1,55.55
19,Male,Tertiary,Single,North West,Zamfara,2.07,Cotton,Sheep,4,Yes,1,Yes,No,0,Paid on Time,No,No,554725.97,No,18.04,217672.68,Some,Hired,1,67.69
19,Male,Primary,Married,North Central,Benue,3.49,Sesame,Poultry,18,Yes,1,Yes,No,0,Late,Yes,Yes,365982.83,No,9.72,162650.42,All,Family,0,43.38
25,Male,Secondary,Single,North Central,Niger,1.66,Sesame,Cattle,18,No,1,No,No,0,Defaulted,Yes,Yes,228848.9,Yes,0.45,188478.26,All,Hired,0,52.57
27,Female,Primary,Married,South West,Osun,1.73,Cassava,Poultry,18,No,1,No,No,0,Paid on Time,Yes,Yes,297261.57,No,2.33,227952.43,All,Family,1,74.69
24,Male,Primary,Married,South West,Oyo,1.75,Oil Palm,Pigs,13,No,3,Yes,No,0,Late,Yes,Yes,451613.59,Yes,8.46,44770.86,All,Hired,0,18.27
25,Male,Tertiary,Divorced,South South,Bayelsa,3.77,Rubber,Poultry,17,No,2,No,No,0,Paid on Time,Yes,Yes,319950.73,No,9.62,188790.98,Some,Both,1,44.51
23,Female,Primary,Married,North Central,Plateau,2.63,Rice,Cattle,6,No,3,No,Yes,252259,Paid on Time,Yes,No,261237.02,Yes,16.57,102562.57,All,Both,1,66.03
33,Male,Secondary,Married,South East,Abia,0.16,Rice,Poultry,18,No,1,Yes,Yes,189344,Paid on Time,No,Yes,128281.75,No,7.19,152884.86,All,Hired,1,57.89
31,Male,Tertiary,Married,South East,Imo,1.47,Yam,Goats,6,No,3,No,Yes,322673,Defaulted,Yes,No,435306.92,Yes,5.11,151808.44,Some,Both,0,49.21
32,Female,Primary,Single,North East,Yobe,-0.03,Millet,None,0,No,2,No,No,0,Late,No,Yes,263739.72,Yes,14.88,163229.53,All,Family,0,55.54
19,Male,Secondary,Single,North Central,Kogi,1.3,Soybeans,Cattle,4,Yes,1,No,No,0,Paid on Time,Yes,No,341462.54,No,15.1,251078.59,Some,Hired,1,67.53
19,Male,Secondary,Married,South South,Akwa Ibom,2.63,Oil Palm,Goats,15,No,3,No,Yes,241889,Late,Yes,Yes,461991.53,No,19.9,182118.28,All,Family,0,56.94
27,Male,Tertiary,Married,North West,Kano,1.41,Maize,None,0,No,1,Yes,No,0,Late,Yes,Yes,455519.85,No,3.05,201642.91,Some,Family,0,25.91
22,Male,Primary,Divorced,South West,Ondo,0.88,Cocoa,None,0,No,2,No,Yes,119767,Paid on Time,Yes,Yes,233486.5,No,5.73,117840.83,All,Hired,1,40.43
18,Male,Primary,Single,South South,Edo,1.53,Rubber,Pigs,3,No,1,Yes,No,0,Late,No,Yes,498563.77,No,12.18,170060.36,All,Hired,0,58.0
20,Male,Secondary,Married,South West,Oyo,-0.55,Plantain,None,0,Yes,3,No,No,0,Paid on Time,No,No,332498.46,Yes,8.38,146671.92,All,Hired,1,85.54
25,Female,Secondary,Married,North Central,Plateau,0.45,Yam,None,0,No,3,No,No,0,Late,Yes,No,220337.91,Yes,18.43,133491.52,All,Family,0,15.03
33,Male,Tertiary,Married,North Central,Niger,1.6,Soybeans,Poultry,12,No,1,Yes,Yes,127338,Paid on Time,Yes,Yes,245643.32,Yes,15.14,112807.03,All,Family,1,78.74
23,Male,Secondary,Single,South East,Anambra,1.0,Oil Palm,None,0,No,3,Yes,Yes,52019,Paid on Time,Yes,Yes,247307.5,No,4.41,226959.86,None,Family,1,72.23
32,Female,Tertiary,Married,North West,Katsina,2.44,Groundnut,Sheep,17,No,1,No,No,0,Late,Yes,Yes,344882.01,No,18.92,263626.82,Some,Both,0,55.11
